show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s175,movie,tears of the sun,antoine fuqua,"bruce willis, monica bellucci, cole hauser, eamonn walker, johnny messner, nick chinlund, charles ingram, paul francis, chad smith, tom skerritt, malick bowens, awaovieyi agie",United States,2021-09-01,2003,r,121,"action & adventure, dramas","a navy seal is sent to a war-torn african jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
s176,movie,the blue lagoon,randal kleiser,"brooke shields, christopher atkins, leo mckern, william daniels, elva josephson, glenn kohan, alan hopgood, gus mercurio",United States,2021-09-01,1980,r,105,"dramas, romantic movies","two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
s177,movie,the golden child,michael ritchie,"eddie murphy, j.l. reate, charles dance, charlotte lewis, victor wong, randall tex cobb, james hong, shakti chen, tau logo, tiger chung lee",United States,2021-09-01,1986,pg-13,94,"action & adventure, comedies",a fast-talking l.a. social worker goes through a series of traps and terrors to find a kidnapped tibetan child with mystical powers.
s178,movie,the guns of navarone,j. lee thompson,"gregory peck, david niven, anthony quinn, stanley baker, anthony quayle, james darren, irene papas, gia scala, james robertson justice, richard harris","United Kingdom, United States",2021-09-01,1961,tv-14,156,"action & adventure, classic movies","during world war ii, british forces launch an attack designed to take out the massive nazi cannons that guard a critical sea channel."
s179,movie,the interview,"evan goldberg, seth rogen","james franco, seth rogen, lizzy caplan, randall park, diana bang, timothy simons, reese alexander, james yi",United States,2021-09-01,2014,r,112,"action & adventure, comedies",seth rogen and james franco star in this provocative comedy about two journalists recruited by the cia after they arrange an interview with kim jong-un.
s180,movie,the nutty professor,tom shadyac,"eddie murphy, jada pinkett smith, james coburn, larry miller, dave chappelle, john ales, patricia wilson, jamal mixon",United States,2021-09-01,1996,pg-13,95,"comedies, romantic movies","after being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
s183,movie,welcome home roscoe jenkins,malcolm d. lee,"martin lawrence, james earl jones, joy bryant, margaret avery, mike epps, mo'nique, cedric the entertainer, nicole ari parker, michael clarke duncan, louis c.k.",United States,2021-09-01,2008,pg-13,114,comedies,"r.j. travels to georgia for his parents' 50th anniversary. but after pompously flaunting his hollywood lifestyle, he must examine what he's become."
s184,movie,in the line of fire,wolfgang petersen,"clint eastwood, john malkovich, rene russo, dylan mcdermott, gary cole, fred thompson, john mahoney, gregory alan williams, jim curley, sally hughes",United States,2021-08-31,1993,r,129,"action & adventure, classic movies",a twisted yet ingenious killer torments a veteran secret service agent who's haunted by his failure years ago to save president john f. kennedy.
s189,movie,2 alone in paris,"ramzy bedia, éric judor","ramzy bedia, éric judor, benoît magimel, kristin scott thomas, élodie bouchez, édouard baer, fred testot, omar sy",France,2021-08-28,2008,tv-ma,97,"comedies, international movies","a bumbling paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on earth."
s191,movie,thimmarusu,sharan koppisetty,"satya dev, priyanka jawalkar, brahmaji",India,2021-08-28,2021,tv-14,125,"dramas, international movies","eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
s192,movie,wind river,taylor sheridan,"jeremy renner, elizabeth olsen, jon bernthal, gil birmingham, kelsey asbille, tantoo cardinal, teo briones, matthew del negro, hugh dillon, julia jones, james jordan, eric lange, martin sensmeier, mason davis, graham greene","United Kingdom, Canada, United States",2021-08-28,2017,r,107,"dramas, independent movies",a tracker with the u.s. fish and wildlife service assists a rookie fbi agent who's investigating a teen girl's murder on a remote wyoming reservation.
s193,movie,c kkompany,sachin yardi,"mithun chakraborty, tusshar kapoor, anupam kher, rajpal yadav, raima sen, dilip prabhavalkar, sanjay mishra",India,2021-08-27,2008,tv-14,127,"action & adventure, comedies, international movies","three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
s196,movie,emi: liya hai to chukana padega,saurabh kabra,"sanjay dutt, arjun rampal, malaika arora, aashish chaudhary, neha uberoi, urmila matondkar, manoj joshi, daya shankar pandey, pushkar jog, kulbhushan kharbanda",India,2021-08-27,2008,tv-14,128,"comedies, dramas, international movies",a bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
s199,tv show,king of boys: the return of the king,kemi adetiba,"sola sobowale, toni tones, richard mofe-damijo, efa iwara, titi kuti, tobechukwu ""illbliss"" ejiofor, remilekun ""reminisce"" safaru, charles  ""charly boy"" oputa, nse ikpe-etim, keppy ekpenyong bassey, bimbo manuel, akin lewis, lord frank, osas ighodaro, taiwo ajai-lycett, paul sambo",Nigeria,2021-08-27,2021,tv-ma,1,"crime tv shows, international tv shows, tv dramas","alhaja eniola salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
s200,movie,koi aap sa,partho mitra,"aftab shivdasani, natassha, dipannita sharma, himanshu mallik, vaidya advai, pushy anand, shama deshpande, rajendra gupta",India,2021-08-27,2006,tv-14,135,"comedies, dramas, international movies","star athlete rohan has his eye on a beautiful art student. but when his best friend simran experiences a crisis, he drops everything to help her."
s201,movie,krishna cottage,santram varma,"sohail khan, isha koppikar, natassha, rati agnihotri, vrajesh hirjee, divya palat, hiten tejwani, rajendranath zutshi",India,2021-08-27,2004,tv-14,124,"action & adventure, horror movies, international movies",true love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
s202,movie,kucch to hai,"anil v. kumar, anurag basu","tusshar kapoor, esha deol, natassha, vrajesh hirjee, kusumit sana, rishi kapoor, moon moon sen, johny lever, ashay chitre, jeetendra",India,2021-08-27,2003,tv-14,136,"dramas, international movies, thrillers","a student tries to steal a test from a teacher's home, leaving him for dead after an accident. a string of murders may be the professor's revenge."
s203,movie,kyaa kool hai hum,sangeeth sivan,"tusshar kapoor, riteish deshmukh, isha koppikar, neha dhupia, anupam kher, jay sean",India,2021-08-27,2005,tv-ma,165,"comedies, international movies, music & musicals","longtime friends rahul and karan head to mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
s204,movie,kyaa kool hain hum 3,umesh ghadge,"tusshar kapoor, aftab shivdasani, krishna abhishek, mandana karimi, shakti kapoor, darshan jariwala, sushmita mukherjee, meghna naidu, anand kumar, claudia ciesla",India,2021-08-27,2016,tv-ma,124,"comedies, international movies","when an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
s205,movie,kyaa super kool hain hum,sachin yardi,"tusshar kapoor, riteish deshmukh, anupam kher, rohit shetty, neha sharma, chunky pandey, sarah-jane dias, razak khan, kavin dave",India,2021-08-27,2012,tv-ma,136,"comedies, international movies",an aspiring actor and a struggling dj team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
s206,movie,kyo kii... main jhuth nahin bolta,david dhawan,"govinda, sushmita sen, rambha, anupam kher, satish kaushik, sharad kapoor, kiran kumar, mohnish bahl",India,2021-08-27,2001,tv-14,150,"comedies, international movies, sci-fi & fantasy",the life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
s207,movie,"lsd: love, sex aur dhokha",dibakar banerjee,"nushrat bharucha, anshuman jha, neha chauhan, rajkummar rao, arya banerjee, amit sial, herry tangri",India,2021-08-27,2010,tv-ma,112,"dramas, independent movies, international movies",this provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in northern india.
s208,movie,mission istaanbul: darr ke aagey jeet hai,apoorva lakhia,"vivek oberoi, zayed khan, shriya saran, nikitin dheer, shabbir ahluwalia, sunil shetty, shweta bhardwaj",India,2021-08-27,2008,tv-14,119,"action & adventure, international movies, music & musicals",a television journalist makes a risky career move by accepting a job offer from a controversial istanbul television station.
s209,movie,once upon a time in mumbaai,milan luthria,"ajay devgn, emraan hashmi, kangana ranaut, prachi desai, randeep hooda, naved aslam, asif basra, avtar gill",India,2021-08-27,2010,tv-14,133,"dramas, international movies, music & musicals","mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s210,movie,once upon a time in mumbai dobaara!,milan luthria,"akshay kumar, imran khan, sonakshi sinha, sonali bendre, sarfaraz khan, mahesh manjrekar, abhimanyu singh, kurush deboo, pitobash, chetan hansraj",India,2021-08-27,2013,tv-14,142,"dramas, international movies, music & musicals","this turbulent sequel to once upon a time in mumbai carries on the saga of the gangland don shoaib khan, who continues pressing for more control."
s211,movie,ragini mms,pawan kripalani,"kainaz motivala, rajkummar rao, rajat kaul, janice, shernaza, mangala ahire, vinod rawat",India,2021-08-27,2011,tv-ma,93,"horror movies, international movies",a couple out to have a sensuous weekend at a house outside of mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s212,movie,ragini mms 2,bhushan patel,"sunny leone, saahil prem, parvin dabas, sandhya mridul, divya dutta, soniya mehra, kainaz motivala, karan mehra",India,2021-08-27,2014,tv-ma,113,"horror movies, international movies",the horror continues when ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
s216,movie,shootout at lokhandwala,apoorva lakhia,"amitabh bachchan, sanjay dutt, sunil shetty, arbaaz khan, abhishek bachchan, vivek oberoi, tusshar kapoor, rohit roy, shabbir ahluwalia, dia mirza, amrita singh, neha dhupia",India,2021-08-27,2007,tv-ma,116,"action & adventure, dramas, international movies","based on a true story, this action film follows an incident that stunned a nation in the early 1990s. in mumbai, india, the notorious gangster maya holds off veteran cop khan and a force of more than 200 policemen in a six-hour bloody gunfight."
